username,Total Interaction Time,Interaction Frequency,Interaction Diversity,Interaction Depth,Engagement Score,Engagement Level
Alexandre Barros,0.21531812899477049,0.3333333333333333,1.0,0.3081900320606238,0.21577313368525333,2
Alexandre Sá,0.5183033120278907,0.5,1.0,0.8953803555814632,0.5185971309079181,3
Alexia da Paz,0.37934236739437205,0.6666666666666666,1.0,0.25456135237540073,0.380134525472806,2
Allana Rocha,0.2140159375778202,0.3333333333333333,1.0,0.3033129311182357,0.21447176966760703,2
Alícia Garcia,0.2821034282393957,0.5,1.0,0.23190032060623728,0.28274338080048966,2
Ana Almeida,0.37103635759940234,0.3333333333333333,1.0,0.8914019236374235,0.37139242049661875,3
Ana Beatriz Moreira,0.5188843695525857,0.5,1.0,0.8970125327892742,0.5191773369352427,3
Ana Clara Silveira,0.39779094380343655,0.6666666666666666,1.0,0.29601865345380346,0.3985468790391795,2
Ana Liz Nogueira,0.017063376774300656,0.0,1.0,0.19172252987467206,0.017165840756226763,1
Ana Sophia Barros,0.5146301983896405,0.5,1.0,0.8850626639463715,0.5149293999494736,3
Ana Vitória Cavalcante,0.009763841620320412,0.0,1.0,0.1097056251821626,0.009822472576229486,1
Ana da Mata,0.29617850917240807,0.5,1.0,0.2714368988633052,0.29679783573023516,2
Anthony Gabriel Silva,0.20604714866771812,0.3333333333333333,1.0,0.2734674050325464,0.20650804404567613,2
Antony Cardoso,0.08850751224371213,0.16666666666666666,1.0,0.1235499854269892,0.08878369162485192,1
Antony Costela,0.2982692786585872,0.5,1.0,0.2773098222092684,0.29888554134641193,2
Antony Pinto,0.6741356769320163,0.6666666666666666,1.0,0.9170154473914311,0.6743490233210844,3
Antônio da Conceição,0.17063895575661991,0.3333333333333333,1.0,0.14085300689789174,0.17112234914354157,1
Arthur Gabriel Alves,0.16762471984726487,0.3333333333333333,1.0,0.1295637812105314,0.16811002844930856,1
Arthur Miguel Ramos,0.19856084502365734,0.3333333333333333,1.0,0.24542893228407653,0.1990264971235105,2
Arthur Vasconcelos,0.19925603884784593,0.3333333333333333,1.0,0.24803264354415616,0.19972124922854878,2
Arthur da Cruz,0.1586909604050801,0.3333333333333333,1.0,0.0961041484504031,0.1591819454278469,1
Aurora Garcia,0.3740972856312775,0.3333333333333333,1.0,0.9028660254541924,0.37445140364566765,3
Aylla Casa Grande,0.37775483522868764,0.6666666666666666,1.0,0.2509938793354707,0.37855011034589076,2
Bella Pires,0.022848011953183364,0.0,1.0,0.2567181579714369,0.02298521212843498,1
